;Invoice ID;Branch;Cidade;Customer type;Gênero;Linha de produto;Preço unitário;Quantidade;Tax 5%;Total;Data;Time;Pagamento;cogs;gross margin percentage;gross income;Rating
319;787-15-1757;C;Presidente Prudente;Member;Masculino;saúde e beleza;44,07;4;8,814;185,094;2/18/2019;16:28;carteira eletrônica;176,28;4,761904762;8,814;8,4
320;649-11-3678;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;22,93;9;10,3185;216,6885;2/26/2019;20:26;dinheiro;206,37;4,761904762;10,3185;5,5
321;622-20-1945;C;Presidente Prudente;Normal;Feminino;saúde e beleza;39,42;1;1,971;41,391;1/18/2019;15:08;dinheiro;39,42;4,761904762;1,971;8,4
322;372-94-8041;A;Tupã;Normal;Masculino;saúde e beleza;15,26;6;4,578;96,138;2/15/2019;18:03;carteira eletrônica;91,56;4,761904762;4,578;9,8
323;563-91-7120;A;Tupã;Normal;Feminino;acessórios fashions;61,77;5;15,4425;324,2925;3/8/2019;13:21;dinheiro;308,85;4,761904762;15,4425;6,7
324;746-54-5508;A;Tupã;Normal;Masculino;casa e estilo de vida;21,52;6;6,456;135,576;1/17/2019;12:48;cartão de crédito;129,12;4,761904762;6,456;9,4
325;276-54-0879;B;Adamantina;Normal;Masculino;esportes e viagens;97,74;4;19,548;410,508;3/12/2019;19:53;carteira eletrônica;390,96;4,761904762;19,548;6,4
326;815-11-1168;A;Tupã;Member;Masculino;alimentos e bebidas;99,78;5;24,945;523,845;3/9/2019;19:09;dinheiro;498,9;4,761904762;24,945;5,4
327;719-76-3868;C;Presidente Prudente;Member;Masculino;alimentos e bebidas;94,26;4;18,852;395,892;3/12/2019;16:30;dinheiro;377,04;4,761904762;18,852;8,6
328;730-61-8757;B;Adamantina;Member;Masculino;saúde e beleza;51,13;4;10,226;214,746;1/25/2019;10:11;cartão de crédito;204,52;4,761904762;10,226;4,0
329;340-66-0321;A;Tupã;Member;Masculino;acessórios eletronicos;36,36;4;7,272;152,712;3/25/2019;13:07;dinheiro;145,44;4,761904762;7,272;7,6
330;868-81-1752;B;Adamantina;Normal;Masculino;casa e estilo de vida;22,02;9;9,909;208,089;2/7/2019;18:48;dinheiro;198,18;4,761904762;9,909;6,8
331;634-97-8956;A;Tupã;Normal;Masculino;alimentos e bebidas;32,9;3;4,935;103,635;2/17/2019;17:27;cartão de crédito;98,7;4,761904762;4,935;9,1
332;566-71-1091;A;Tupã;Normal;Masculino;acessórios fashions;77,02;5;19,255;404,355;2/3/2019;15:59;dinheiro;385,1;4,761904762;19,255;5,5
333;442-48-3607;A;Tupã;Member;Masculino;alimentos e bebidas;23,48;2;2,348;49,308;3/14/2019;11:21;cartão de crédito;46,96;4,761904762;2,348;7,9
334;835-16-0096;C;Presidente Prudente;Member;Masculino;esportes e viagens;14,7;5;3,675;77,175;3/24/2019;13:48;carteira eletrônica;73,5;4,761904762;3,675;8,5
335;527-09-6272;A;Tupã;Member;Feminino;acessórios eletronicos;28,45;5;7,1125;149,3625;3/21/2019;10:17;cartão de crédito;142,25;4,761904762;7,1125;9,1
336;898-04-2717;A;Tupã;Normal;Masculino;acessórios fashions;76,4;9;34,38;721,98;3/19/2019;15:49;carteira eletrônica;687,6;4,761904762;34,38;7,5
337;692-27-8933;B;Adamantina;Normal;Feminino;esportes e viagens;57,95;6;17,385;365,085;2/24/2019;13:02;dinheiro;347,7;4,761904762;17,385;5,2
338;633-09-3463;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;47,65;3;7,1475;150,0975;3/28/2019;12:58;cartão de crédito;142,95;4,761904762;7,1475;9,5
339;374-17-3652;B;Adamantina;Member;Feminino;alimentos e bebidas;42,82;9;19,269;404,649;2/5/2019;15:26;cartão de crédito;385,38;4,761904762;19,269;8,9
340;378-07-7001;B;Adamantina;Member;Masculino;acessórios eletronicos;48,09;3;7,2135;151,4835;2/10/2019;18:23;cartão de crédito;144,27;4,761904762;7,2135;7,8
341;433-75-6987;B;Adamantina;Member;Feminino;saúde e beleza;55,97;7;19,5895;411,3795;3/5/2019;19:06;carteira eletrônica;391,79;4,761904762;19,5895;8,9
342;873-95-4984;B;Adamantina;Member;Feminino;saúde e beleza;76,9;7;26,915;565,215;2/15/2019;20:21;dinheiro;538,3;4,761904762;26,915;7,7
343;416-13-5917;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;97,03;5;24,2575;509,4075;1/30/2019;16:24;carteira eletrônica;485,15;4,761904762;24,2575;9,3
344;150-89-8043;A;Tupã;Normal;Masculino;esportes e viagens;44,65;3;6,6975;140,6475;2/14/2019;15:04;dinheiro;133,95;4,761904762;6,6975;6,2
345;135-84-8019;A;Tupã;Normal;Feminino;acessórios fashions;77,93;9;35,0685;736,4385;2/27/2019;16:10;carteira eletrônica;701,37;4,761904762;35,0685;7,6
346;441-94-7118;A;Tupã;Member;Masculino;acessórios eletronicos;71,95;1;3,5975;75,5475;2/4/2019;12:14;dinheiro;71,95;4,761904762;3,5975;7,3
347;725-96-3778;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;89,25;8;35,7;749,7;1/20/2019;10:13;dinheiro;714,0;4,761904762;35,7;4,7
348;531-80-1784;A;Tupã;Normal;Masculino;acessórios eletronicos;26,02;7;9,107;191,247;3/28/2019;17:38;dinheiro;182,14;4,761904762;9,107;5,1
349;400-45-1220;B;Adamantina;Normal;Feminino;saúde e beleza;13,5;10;6,75;141,75;2/27/2019;11:06;cartão de crédito;135,0;4,761904762;6,75;4,8
350;860-79-0874;C;Presidente Prudente;Member;Feminino;acessórios fashions;99,3;10;49,65;1042,65;2/15/2019;14:53;cartão de crédito;993,0;4,761904762;49,65;6,6
351;834-61-8124;A;Tupã;Normal;Masculino;acessórios eletronicos;51,69;7;18,0915;379,9215;1/26/2019;18:22;dinheiro;361,83;4,761904762;18,0915;5,5
352;115-99-4379;B;Adamantina;Member;Feminino;acessórios fashions;54,73;7;19,1555;402,2655;3/14/2019;19:02;cartão de crédito;383,11;4,761904762;19,1555;8,5
353;565-67-6697;B;Adamantina;Member;Masculino;casa e estilo de vida;27,0;9;12,15;255,15;3/2/2019;14:16;dinheiro;243,0;4,761904762;12,15;4,8
354;320-49-6392;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;30,24;1;1,512;31,752;3/4/2019;15:44;dinheiro;30,24;4,761904762;1,512;8,4
355;889-04-9723;B;Adamantina;Member;Feminino;alimentos e bebidas;89,14;4;17,828;374,388;1/7/2019;12:20;cartão de crédito;356,56;4,761904762;17,828;7,8
356;632-90-0281;C;Presidente Prudente;Normal;Feminino;acessórios fashions;37,55;10;18,775;394,275;3/8/2019;20:01;cartão de crédito;375,5;4,761904762;18,775;9,3
357;554-42-2417;C;Presidente Prudente;Normal;Feminino;esportes e viagens;95,44;10;47,72;1002,12;1/9/2019;13:45;dinheiro;954,4;4,761904762;47,72;5,2
358;453-63-6187;B;Adamantina;Normal;Masculino;acessórios eletronicos;27,5;3;4,125;86,625;3/1/2019;15:40;carteira eletrônica;82,5;4,761904762;4,125;6,5
359;578-80-7669;B;Adamantina;Normal;Masculino;esportes e viagens;74,97;1;3,7485;78,7185;3/16/2019;16:58;dinheiro;74,97;4,761904762;3,7485;5,6
360;612-36-5536;A;Tupã;Member;Masculino;alimentos e bebidas;80,96;8;32,384;680,064;2/17/2019;11:12;cartão de crédito;647,68;4,761904762;32,384;7,4
361;605-72-4132;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;94,47;8;37,788;793,548;2/27/2019;15:12;dinheiro;755,76;4,761904762;37,788;9,1
362;471-41-2823;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;99,79;2;9,979;209,559;3/7/2019;20:37;carteira eletrônica;199,58;4,761904762;9,979;8,0
363;462-67-9126;A;Tupã;Normal;Masculino;casa e estilo de vida;73,22;6;21,966;461,286;1/21/2019;17:44;dinheiro;439,32;4,761904762;21,966;7,2
364;272-27-9238;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;41,24;4;8,248;173,208;2/19/2019;16:23;dinheiro;164,96;4,761904762;8,248;7,1
365;834-25-9262;C;Presidente Prudente;Normal;Feminino;acessórios fashions;81,68;4;16,336;343,056;1/6/2019;12:12;dinheiro;326,72;4,761904762;16,336;9,1
366;122-61-9553;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;51,32;9;23,094;484,974;3/14/2019;19:33;dinheiro;461,88;4,761904762;23,094;5,6
367;468-88-0009;A;Tupã;Member;Masculino;casa e estilo de vida;65,94;4;13,188;276,948;3/24/2019;10:29;dinheiro;263,76;4,761904762;13,188;6,0
368;613-59-9758;C;Presidente Prudente;Normal;Feminino;esportes e viagens;14,36;10;7,18;150,78;1/27/2019;14:28;dinheiro;143,6;4,761904762;7,18;5,4
369;254-31-0042;A;Tupã;Member;Masculino;acessórios eletronicos;21,5;9;9,675;203,175;3/6/2019;12:46;cartão de crédito;193,5;4,761904762;9,675;7,8
370;201-86-2184;B;Adamantina;Member;Feminino;acessórios eletronicos;26,26;7;9,191;193,011;2/2/2019;19:40;dinheiro;183,82;4,761904762;9,191;9,9
371;261-12-8671;B;Adamantina;Normal;Feminino;acessórios fashions;60,96;2;6,096;128,016;1/25/2019;19:39;cartão de crédito;121,92;4,761904762;6,096;4,9
372;730-70-9830;C;Presidente Prudente;Normal;Feminino;casa e estilo de vida;70,11;6;21,033;441,693;3/14/2019;17:54;carteira eletrônica;420,66;4,761904762;21,033;5,2
373;382-25-8917;C;Presidente Prudente;Normal;Masculino;acessórios fashions;42,08;6;12,624;265,104;1/29/2019;12:25;dinheiro;252,48;4,761904762;12,624;8,9
374;422-29-8786;A;Tupã;Normal;Feminino;casa e estilo de vida;67,09;5;16,7725;352,2225;1/3/2019;16:47;cartão de crédito;335,45;4,761904762;16,7725;9,1
375;667-23-5919;A;Tupã;Member;Feminino;acessórios fashions;96,7;5;24,175;507,675;1/14/2019;12:52;carteira eletrônica;483,5;4,761904762;24,175;7,0
376;843-01-4703;B;Adamantina;Member;Feminino;casa e estilo de vida;35,38;9;15,921;334,341;1/5/2019;19:50;cartão de crédito;318,42;4,761904762;15,921;9,6
377;743-88-1662;C;Presidente Prudente;Normal;Masculino;esportes e viagens;95,49;7;33,4215;701,8515;2/22/2019;18:17;carteira eletrônica;668,43;4,761904762;33,4215;8,7
378;595-86-2894;C;Presidente Prudente;Member;Masculino;acessórios fashions;96,98;4;19,396;407,316;2/6/2019;17:20;carteira eletrônica;387,92;4,761904762;19,396;9,4
379;182-69-8360;B;Adamantina;Normal;Feminino;acessórios eletronicos;23,65;4;4,73;99,33;1/30/2019;13:32;cartão de crédito;94,6;4,761904762;4,73;4,0
380;289-15-7034;A;Tupã;Member;Masculino;esportes e viagens;82,33;4;16,466;345,786;1/11/2019;10:37;cartão de crédito;329,32;4,761904762;16,466;7,5
381;462-78-5240;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;26,61;2;2,661;55,881;3/19/2019;14:35;dinheiro;53,22;4,761904762;2,661;4,2
382;868-52-7573;B;Adamantina;Normal;Feminino;alimentos e bebidas;99,69;5;24,9225;523,3725;1/14/2019;12:09;dinheiro;498,45;4,761904762;24,9225;9,9
383;153-58-4872;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;74,89;4;14,978;314,538;3/1/2019;15:32;carteira eletrônica;299,56;4,761904762;14,978;4,2
384;662-72-2873;A;Tupã;Normal;Feminino;alimentos e bebidas;40,94;5;10,235;214,935;1/6/2019;13:58;carteira eletrônica;204,7;4,761904762;10,235;9,9
385;525-88-7307;B;Adamantina;Member;Masculino;esportes e viagens;75,82;1;3,791;79,611;1/31/2019;13:19;dinheiro;75,82;4,761904762;3,791;5,8
386;689-16-9784;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;46,77;6;14,031;294,651;3/11/2019;13:37;dinheiro;280,62;4,761904762;14,031;6,0
387;725-56-0833;A;Tupã;Normal;Feminino;saúde e beleza;32,32;10;16,16;339,36;2/20/2019;16:49;cartão de crédito;323,2;4,761904762;16,16;10,0
388;394-41-0748;C;Presidente Prudente;Member;Feminino;acessórios fashions;54,07;9;24,3315;510,9615;1/27/2019;14:55;carteira eletrônica;486,63;4,761904762;24,3315;9,5
389;596-42-3999;B;Adamantina;Normal;Masculino;alimentos e bebidas;18,22;7;6,377;133,917;3/10/2019;14:04;cartão de crédito;127,54;4,761904762;6,377;6,6
390;541-89-9860;C;Presidente Prudente;Member;Feminino;acessórios fashions;80,48;3;12,072;253,512;2/15/2019;12:31;dinheiro;241,44;4,761904762;12,072;8,1
391;173-82-9529;B;Adamantina;Normal;Feminino;acessórios fashions;37,95;10;18,975;398,475;1/26/2019;14:51;dinheiro;379,5;4,761904762;18,975;9,7
392;563-36-9814;A;Tupã;Member;Masculino;acessórios eletronicos;76,82;1;3,841;80,661;2/13/2019;18:27;carteira eletrônica;76,82;4,761904762;3,841;7,2
393;308-47-4913;A;Tupã;Member;Feminino;esportes e viagens;52,26;10;26,13;548,73;3/9/2019;12:45;cartão de crédito;522,6;4,761904762;26,13;6,2
394;885-17-6250;A;Tupã;Normal;Feminino;saúde e beleza;79,74;1;3,987;83,727;3/6/2019;10:36;carteira eletrônica;79,74;4,761904762;3,987;7,3
395;726-27-2396;A;Tupã;Normal;Feminino;saúde e beleza;77,5;5;19,375;406,875;1/24/2019;20:36;carteira eletrônica;387,5;4,761904762;19,375;4,3
396;316-01-3952;A;Tupã;Normal;Feminino;alimentos e bebidas;54,27;5;13,5675;284,9175;3/13/2019;14:16;carteira eletrônica;271,35;4,761904762;13,5675;4,6
397;760-54-1821;B;Adamantina;Normal;Masculino;casa e estilo de vida;13,59;9;6,1155;128,4255;3/15/2019;10:26;dinheiro;122,31;4,761904762;6,1155;5,8
398;793-10-3222;B;Adamantina;Member;Feminino;saúde e beleza;41,06;6;12,318;258,678;3/5/2019;13:30;cartão de crédito;246,36;4,761904762;12,318;8,3
399;346-12-3257;B;Adamantina;Member;Masculino;acessórios eletronicos;19,24;9;8,658;181,818;3/4/2019;16:28;dinheiro;173,16;4,761904762;8,658;8,0
400;110-05-6330;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;39,43;6;11,829;248,409;3/25/2019;20:18;cartão de crédito;236,58;4,761904762;11,829;9,4
401;651-61-0874;C;Presidente Prudente;Normal;Masculino;casa e estilo de vida;46,22;4;9,244;194,124;3/12/2019;20:04;cartão de crédito;184,88;4,761904762;9,244;6,2
402;236-86-3015;C;Presidente Prudente;Member;Masculino;casa e estilo de vida;13,98;1;0,699;14,679;2/4/2019;13:38;carteira eletrônica;13,98;4,761904762;0,699;9,8
403;831-64-0259;B;Adamantina;Normal;Feminino;acessórios fashions;39,75;5;9,9375;208,6875;2/22/2019;10:43;carteira eletrônica;198,75;4,761904762;9,9375;9,6
404;587-03-7455;C;Presidente Prudente;Member;Feminino;acessórios fashions;97,79;7;34,2265;718,7565;2/16/2019;17:30;carteira eletrônica;684,53;4,761904762;34,2265;4,9
405;882-40-4577;A;Tupã;Member;Masculino;esportes e viagens;67,26;4;13,452;282,492;1/19/2019;15:28;cartão de crédito;269,04;4,761904762;13,452;8,0
406;732-67-5346;A;Tupã;Normal;Masculino;alimentos e bebidas;13,79;5;3,4475;72,3975;1/11/2019;19:07;cartão de crédito;68,95;4,761904762;3,4475;7,8
407;725-32-9708;B;Adamantina;Member;Feminino;acessórios fashions;68,71;4;13,742;288,582;1/4/2019;19:01;dinheiro;274,84;4,761904762;13,742;4,1
408;256-08-8343;A;Tupã;Normal;Feminino;casa e estilo de vida;56,53;4;11,306;237,426;3/4/2019;19:48;carteira eletrônica;226,12;4,761904762;11,306;5,5
409;372-26-1506;C;Presidente Prudente;Normal;Feminino;acessórios fashions;23,82;5;5,955;125,055;1/28/2019;19:24;carteira eletrônica;119,1;4,761904762;5,955;5,4
410;244-08-0162;B;Adamantina;Normal;Feminino;saúde e beleza;34,21;10;17,105;359,205;1/2/2019;13:00;dinheiro;342,1;4,761904762;17,105;5,1
411;569-71-4390;B;Adamantina;Normal;Masculino;esportes e viagens;21,87;2;2,187;45,927;1/25/2019;14:29;carteira eletrônica;43,74;4,761904762;2,187;6,9
412;132-23-6451;A;Tupã;Member;Masculino;saúde e beleza;20,97;5;5,2425;110,0925;1/4/2019;13:21;dinheiro;104,85;4,761904762;5,2425;7,8
413;696-90-2548;A;Tupã;Normal;Masculino;esportes e viagens;25,84;3;3,876;81,396;3/10/2019;18:55;carteira eletrônica;77,52;4,761904762;3,876;6,6
414;472-15-9636;A;Tupã;Normal;Masculino;casa e estilo de vida;50,93;8;20,372;427,812;3/22/2019;19:36;carteira eletrônica;407,44;4,761904762;20,372;9,2
415;268-03-6164;B;Adamantina;Normal;Masculino;saúde e beleza;96,11;1;4,8055;100,9155;1/25/2019;16:28;carteira eletrônica;96,11;4,761904762;4,8055;7,8
416;750-57-9686;C;Presidente Prudente;Normal;Feminino;casa e estilo de vida;45,38;4;9,076;190,596;1/8/2019;13:48;cartão de crédito;181,52;4,761904762;9,076;8,7
417;186-09-3669;C;Presidente Prudente;Member;Feminino;saúde e beleza;81,51;1;4,0755;85,5855;1/22/2019;10:57;carteira eletrônica;81,51;4,761904762;4,0755;9,2
418;848-07-1692;B;Adamantina;Normal;Feminino;saúde e beleza;57,22;2;5,722;120,162;1/12/2019;17:13;carteira eletrônica;114,44;4,761904762;5,722;8,3
419;745-71-3520;A;Tupã;Member;Feminino;acessórios eletronicos;25,22;7;8,827;185,367;2/4/2019;10:23;dinheiro;176,54;4,761904762;8,827;8,2
420;266-76-6436;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;38,6;3;5,79;121,59;3/28/2019;13:57;carteira eletrônica;115,8;4,761904762;5,79;7,5
421;740-22-2500;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;84,05;3;12,6075;264,7575;1/23/2019;13:29;dinheiro;252,15;4,761904762;12,6075;9,8
422;271-88-8734;C;Presidente Prudente;Member;Feminino;acessórios fashions;97,21;10;48,605;1020,705;2/8/2019;13:00;cartão de crédito;972,1;4,761904762;48,605;8,7
423;301-81-8610;B;Adamantina;Member;Masculino;acessórios fashions;25,42;8;10,168;213,528;3/19/2019;19:42;cartão de crédito;203,36;4,761904762;10,168;6,7
424;489-64-4354;C;Presidente Prudente;Normal;Masculino;acessórios fashions;16,28;1;0,814;17,094;3/9/2019;15:36;dinheiro;16,28;4,761904762;0,814;5,0
425;198-84-7132;B;Adamantina;Member;Masculino;acessórios fashions;40,61;9;18,2745;383,7645;1/2/2019;13:40;dinheiro;365,49;4,761904762;18,2745;7,0
426;269-10-8440;A;Tupã;Member;Masculino;saúde e beleza;53,17;7;18,6095;390,7995;1/21/2019;18:01;dinheiro;372,19;4,761904762;18,6095;8,9
427;650-98-6268;B;Adamantina;Member;Feminino;alimentos e bebidas;20,87;3;3,1305;65,7405;3/20/2019;13:53;cartão de crédito;62,61;4,761904762;3,1305;8,0
428;741-73-3559;B;Adamantina;Normal;Masculino;esportes e viagens;67,27;5;16,8175;353,1675;2/27/2019;17:27;dinheiro;336,35;4,761904762;16,8175;6,9
429;325-77-6186;A;Tupã;Member;Feminino;casa e estilo de vida;90,65;10;45,325;951,825;3/8/2019;10:53;carteira eletrônica;906,5;4,761904762;45,325;7,3
430;286-75-7818;B;Adamantina;Normal;Masculino;acessórios fashions;69,08;2;6,908;145,068;1/31/2019;19:48;cartão de crédito;138,16;4,761904762;6,908;6,9
431;574-57-9721;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;43,27;2;4,327;90,867;3/8/2019;16:53;carteira eletrônica;86,54;4,761904762;4,327;5,7
432;459-50-7686;A;Tupã;Normal;Feminino;acessórios eletronicos;23,46;6;7,038;147,798;1/13/2019;19:14;carteira eletrônica;140,76;4,761904762;7,038;6,4
433;616-87-0016;B;Adamantina;Normal;Masculino;acessórios fashions;95,54;7;33,439;702,219;3/9/2019;14:36;cartão de crédito;668,78;4,761904762;33,439;9,6
434;837-55-7229;B;Adamantina;Normal;Feminino;acessórios fashions;47,44;1;2,372;49,812;2/22/2019;18:19;cartão de crédito;47,44;4,761904762;2,372;6,8
435;751-69-0068;C;Presidente Prudente;Normal;Masculino;esportes e viagens;99,24;9;44,658;937,818;3/19/2019;19:09;carteira eletrônica;893,16;4,761904762;44,658;9,0
436;257-73-1380;C;Presidente Prudente;Member;Masculino;esportes e viagens;82,93;4;16,586;348,306;1/20/2019;16:51;carteira eletrônica;331,72;4,761904762;16,586;9,6
437;345-08-4992;A;Tupã;Normal;Masculino;casa e estilo de vida;33,99;6;10,197;214,137;3/8/2019;15:37;cartão de crédito;203,94;4,761904762;10,197;7,7
438;549-96-4200;C;Presidente Prudente;Member;Masculino;alimentos e bebidas;17,04;4;3,408;71,568;3/8/2019;20:15;carteira eletrônica;68,16;4,761904762;3,408;7,0
439;810-60-6344;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;40,86;8;16,344;343,224;2/7/2019;14:38;cartão de crédito;326,88;4,761904762;16,344;6,5
440;450-28-2866;C;Presidente Prudente;Member;Masculino;alimentos e bebidas;17,44;5;4,36;91,56;1/15/2019;19:25;dinheiro;87,2;4,761904762;4,36;8,1
441;394-30-3170;B;Adamantina;Member;Feminino;esportes e viagens;88,43;8;35,372;742,812;3/22/2019;19:35;cartão de crédito;707,44;4,761904762;35,372;4,3
442;138-17-5109;A;Tupã;Member;Feminino;casa e estilo de vida;89,21;9;40,1445;843,0345;1/15/2019;15:42;cartão de crédito;802,89;4,761904762;40,1445;6,5
443;192-98-7397;C;Presidente Prudente;Normal;Masculino;acessórios fashions;12,78;1;0,639;13,419;1/8/2019;14:11;carteira eletrônica;12,78;4,761904762;0,639;9,5
444;301-11-9629;A;Tupã;Normal;Feminino;esportes e viagens;19,1;7;6,685;140,385;1/15/2019;10:43;dinheiro;133,7;4,761904762;6,685;9,7
445;390-80-5128;B;Adamantina;Member;Feminino;saúde e beleza;19,15;1;0,9575;20,1075;1/28/2019;17:58;cartão de crédito;19,15;4,761904762;0,9575;9,5
446;235-46-8343;C;Presidente Prudente;Member;Masculino;alimentos e bebidas;27,66;10;13,83;290,43;2/14/2019;11:26;cartão de crédito;276,6;4,761904762;13,83;8,9
447;453-12-7053;C;Presidente Prudente;Normal;Masculino;acessórios fashions;45,74;3;6,861;144,081;3/10/2019;17:38;cartão de crédito;137,22;4,761904762;6,861;6,5
448;296-11-7041;B;Adamantina;Member;Feminino;saúde e beleza;27,07;1;1,3535;28,4235;1/12/2019;20:07;cartão de crédito;27,07;4,761904762;1,3535;5,3
449;449-27-2918;B;Adamantina;Member;Feminino;esportes e viagens;39,12;1;1,956;41,076;3/26/2019;11:02;cartão de crédito;39,12;4,761904762;1,956;9,6
450;891-01-7034;B;Adamantina;Normal;Feminino;acessórios eletronicos;74,71;6;22,413;470,673;1/1/2019;19:07;dinheiro;448,26;4,761904762;22,413;6,7
451;744-09-5786;B;Adamantina;Normal;Masculino;acessórios eletronicos;22,01;6;6,603;138,663;1/2/2019;18:50;dinheiro;132,06;4,761904762;6,603;7,6
452;727-17-0390;A;Tupã;Normal;Feminino;alimentos e bebidas;63,61;5;15,9025;333,9525;3/16/2019;12:43;carteira eletrônica;318,05;4,761904762;15,9025;4,8
453;568-88-3448;A;Tupã;Normal;Masculino;saúde e beleza;25,0;1;1,25;26,25;3/3/2019;15:09;carteira eletrônica;25,0;4,761904762;1,25;5,5
454;187-83-5490;A;Tupã;Member;Masculino;acessórios eletronicos;20,77;4;4,154;87,234;1/31/2019;13:47;dinheiro;83,08;4,761904762;4,154;4,7
455;767-54-1907;B;Adamantina;Member;Feminino;acessórios fashions;29,56;5;7,39;155,19;2/13/2019;16:59;dinheiro;147,8;4,761904762;7,39;6,9
456;710-46-4433;B;Adamantina;Member;Feminino;alimentos e bebidas;77,4;9;34,83;731,43;2/15/2019;14:15;cartão de crédito;696,6;4,761904762;34,83;4,5
457;533-33-5337;B;Adamantina;Normal;Masculino;acessórios eletronicos;79,39;10;39,695;833,595;2/7/2019;20:24;dinheiro;793,9;4,761904762;39,695;6,2
458;325-90-8763;C;Presidente Prudente;Member;Feminino;acessórios eletronicos;46,57;10;23,285;488,985;1/27/2019;13:58;dinheiro;465,7;4,761904762;23,285;7,6
459;729-46-7422;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;35,89;1;1,7945;37,6845;2/23/2019;16:52;cartão de crédito;35,89;4,761904762;1,7945;7,9
460;639-76-1242;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;40,52;5;10,13;212,73;2/3/2019;15:19;dinheiro;202,6;4,761904762;10,13;4,5
461;234-03-4040;B;Adamantina;Member;Feminino;alimentos e bebidas;73,05;10;36,525;767,025;3/3/2019;12:25;cartão de crédito;730,5;4,761904762;36,525;8,7
462;326-71-2155;C;Presidente Prudente;Normal;Feminino;esportes e viagens;73,95;4;14,79;310,59;2/3/2019;10:02;dinheiro;295,8;4,761904762;14,79;6,1
463;320-32-8842;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;22,62;1;1,131;23,751;3/17/2019;18:58;dinheiro;22,62;4,761904762;1,131;6,4
464;470-32-9057;A;Tupã;Member;Masculino;alimentos e bebidas;51,34;5;12,835;269,535;3/28/2019;15:31;cartão de crédito;256,7;4,761904762;12,835;9,1
465;878-30-2331;C;Presidente Prudente;Member;Feminino;esportes e viagens;54,55;10;27,275;572,775;3/2/2019;11:22;cartão de crédito;545,5;4,761904762;27,275;7,1
466;440-59-5691;C;Presidente Prudente;Member;Feminino;saúde e beleza;37,15;7;13,0025;273,0525;2/8/2019;13:12;cartão de crédito;260,05;4,761904762;13,0025;7,7
467;554-53-3790;B;Adamantina;Normal;Masculino;esportes e viagens;37,02;6;11,106;233,226;3/22/2019;18:33;dinheiro;222,12;4,761904762;11,106;4,5
468;746-19-0921;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;21,58;1;1,079;22,659;2/9/2019;10:02;carteira eletrônica;21,58;4,761904762;1,079;7,2
469;233-34-0817;C;Presidente Prudente;Member;Feminino;acessórios eletronicos;98,84;1;4,942;103,782;2/15/2019;11:21;dinheiro;98,84;4,761904762;4,942;8,4
470;767-05-1286;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;83,77;6;25,131;527,751;1/23/2019;12:10;carteira eletrônica;502,62;4,761904762;25,131;5,4
471;340-21-9136;A;Tupã;Member;Feminino;esportes e viagens;40,05;4;8,01;168,21;1/25/2019;11:40;dinheiro;160,2;4,761904762;8,01;9,7
472;405-31-3305;A;Tupã;Member;Masculino;acessórios fashions;43,13;10;21,565;452,865;2/2/2019;18:31;cartão de crédito;431,3;4,761904762;21,565;5,5
473;731-59-7531;B;Adamantina;Member;Masculino;saúde e beleza;72,57;8;29,028;609,588;3/30/2019;17:58;dinheiro;580,56;4,761904762;29,028;4,6
474;676-39-6028;A;Tupã;Member;Feminino;acessórios eletronicos;64,44;5;16,11;338,31;3/30/2019;17:04;dinheiro;322,2;4,761904762;16,11;6,6
475;502-05-1910;A;Tupã;Normal;Masculino;saúde e beleza;65,18;3;9,777;205,317;2/25/2019;20:35;cartão de crédito;195,54;4,761904762;9,777;6,3
476;485-30-8700;A;Tupã;Normal;Feminino;esportes e viagens;33,26;5;8,315;174,615;3/18/2019;16:10;cartão de crédito;166,3;4,761904762;8,315;4,2
477;598-47-9715;C;Presidente Prudente;Normal;Masculino;acessórios eletronicos;84,07;4;16,814;353,094;3/7/2019;16:54;carteira eletrônica;336,28;4,761904762;16,814;4,4
478;701-69-8742;B;Adamantina;Normal;Masculino;esportes e viagens;34,37;10;17,185;360,885;3/16/2019;10:11;carteira eletrônica;343,7;4,761904762;17,185;6,7
